기간별 매매기준율,,,,,,
기간 : 2024년 01월 01일 ~ 2026년 03월 31일,,,,,,
,,,,,,
평균환율,,,,,,
평균환율,최저치,기록일,최고치,기록일,등락폭,Cross Rate
2025.09.22,대만 달러 (TWD),46.1,0.13,30.231,,
2025.09.23,대만 달러 (TWD),46.11,0.01,30.234,,
2025.09.24,대만 달러 (TWD),46.02,-0.09,30.289,,
2025.09.25,대만 달러 (TWD),45.92,-0.1,30.377,,
2025.09.26,대만 달러 (TWD),45.81,-0.11,30.57,,
2025.09.29,대만 달러 (TWD),46.34,0.53,30.459,,
2025.09.30,대만 달러 (TWD),46.01,-0.33,30.474,,
2025.10.01,대만 달러 (TWD),46.07,0.06,30.457,,
2025.10.02,대만 달러 (TWD),46.16,0.09,30.459,,
2025.10.10,대만 달러 (TWD),45.82,-0.34,30.598,,
2025.10.13,대만 달러 (TWD),46.3,0.48,30.68,,
2025.10.14,대만 달러 (TWD),46.49,0.19,30.71,,
2025.10.15,대만 달러 (TWD),46.53,0.04,30.699,,
2025.10.16,대만 달러 (TWD),46.51,-0.02,30.626,,
2025.10.17,대만 달러 (TWD),46.33,-0.18,30.632,,
2025.10.20,대만 달러 (TWD),46.33,0,30.637,,
2025.10.21,대만 달러 (TWD),46.4,0.07,30.606,,
2025.10.22,대만 달러 (TWD),46.38,-0.02,30.698,,
2025.10.23,대만 달러 (TWD),46.49,0.11,30.763,,
2025.10.24,대만 달러 (TWD),46.66,0.17,30.7915,,
2025.10.27,대만 달러 (TWD),46.55,-0.11,30.848,,
2025.10.28,대만 달러 (TWD),46.79,0.24,30.616,,
2025.10.29,대만 달러 (TWD),46.94,0.15,30.558,,
2025.10.30,대만 달러 (TWD),46.7,-0.24,30.6865,,
2025.10.31,대만 달러 (TWD),46.29,-0.41,30.746,,
2025.11.03,대만 달러 (TWD),46.36,0.07,30.792,,
2025.11.04,대만 달러 (TWD),46.2,-0.16,30.93,,
2025.11.05,대만 달러 (TWD),46.48,0.28,30.934,,
2025.11.06,대만 달러 (TWD),46.8,0.32,30.919,,
2025.11.07,대만 달러 (TWD),46.64,-0.16,30.9935,,
2025.11.10,대만 달러 (TWD),46.92,0.28,30.988,,
2025.11.11,대만 달러 (TWD),46.91,-0.01,30.987,,
2025.11.12,대만 달러 (TWD),47.21,0.3,30.993,,
2025.11.13,대만 달러 (TWD),47.18,-0.03,31.079,,
2025.11.14,대만 달러 (TWD),47.2,0.02,31.136,,
2025.11.17,대만 달러 (TWD),47.6,0.4,30.64,,
2025.11.18,대만 달러 (TWD),46.76,-0.84,31.19,,
2025.11.19,대만 달러 (TWD),47.09,0.33,31.118,,
2025.11.20,대만 달러 (TWD),46.95,-0.14,31.201,,
2025.11.21,대만 달러 (TWD),46.81,-0.14,31.367,,
2025.11.24,대만 달러 (TWD),46.95,0.14,31.354,,
2025.11.25,대만 달러 (TWD),46.86,-0.09,31.444,,
2025.11.26,대만 달러 (TWD),46.92,0.06,31.403,,
2025.11.27,대만 달러 (TWD),46.79,-0.13,31.264,,
2025.11.28,대만 달러 (TWD),46.75,-0.04,31.33,,
2025.12.01,대만 달러 (TWD),46.7,-0.05,31.392,,
2025.12.02,대만 달러 (TWD),46.77,0.07,31.411,,
2025.12.03,대만 달러 (TWD),46.78,0.01,31.416,,
2025.12.04,대만 달러 (TWD),46.88,0.1,31.33,,
2025.12.05,대만 달러 (TWD),46.89,0.01,31.38,,
2025.12.08,대만 달러 (TWD),47.05,0.16,31.289,,
2025.12.09,대만 달러 (TWD),47.13,0.08,31.171,,
2025.12.10,대만 달러 (TWD),47.18,0.05,31.165,,
2025.12.11,대만 달러 (TWD),47.3,0.12,31.0885,,
2025.12.12,대만 달러 (TWD),47.08,-0.22,31.212,,
2025.12.15,대만 달러 (TWD),46.96,-0.12,31.355,,
2025.12.16,대만 달러 (TWD),47.03,0.07,31.345,,
2025.12.17,대만 달러 (TWD),46.77,-0.26,31.484,,
2025.12.18,대만 달러 (TWD),46.71,-0.06,31.6545,,
2025.12.19,대만 달러 (TWD),46.85,0.14,31.529,,
2025.12.22,대만 달러 (TWD),46.89,0.04,31.519,,
2025.12.23,대만 달러 (TWD),46.88,-0.01,31.5475,,
2025.12.24,대만 달러 (TWD),47.09,0.21,31.502,,
2025.12.26,대만 달러 (TWD),46.45,-0.64,31.442,,
2025.12.29,대만 달러 (TWD),45.94,-0.51,31.395,,
2025.12.30,대만 달러 (TWD),45.77,-0.17,31.328,,
2025.12.31,대만 달러 (TWD),45.91,0.14,31.258,,
2026.01.02,대만 달러 (TWD),45.81,-0.1,31.323,,
2026.01.05,대만 달러 (TWD),45.96,0.15,31.374,,
2026.01.06,대만 달러 (TWD),45.94,-0.02,31.49,,
2026.01.07,대만 달러 (TWD),45.88,-0.06,31.509,,
2026.01.08,대만 달러 (TWD),46.03,0.15,31.464,,
2026.01.09,대만 달러 (TWD),45.93,-0.1,31.559,,
2026.01.12,대만 달러 (TWD),46.05,0.12,31.608,,
2026.01.13,대만 달러 (TWD),46.36,0.31,31.578,,
2026.01.14,대만 달러 (TWD),46.56,0.2,31.633,,
2026.01.15,대만 달러 (TWD),46.87,0.31,31.526,,
2026.01.16,대만 달러 (TWD),46.54,-0.33,31.579,,
2026.01.19,대만 달러 (TWD),46.6,0.06,31.623,,
2026.01.20,대만 달러 (TWD),46.69,0.09,31.563,,
2026.01.21,대만 달러 (TWD),46.52,-0.17,31.7505,,
2026.01.22,대만 달러 (TWD),46.53,0.01,31.655,,
2026.01.23,대만 달러 (TWD),46.46,-0.07,31.608,,
2026.01.26,대만 달러 (TWD),46.76,0.3,31.3745,,
2026.01.27,대만 달러 (TWD),45.87,-0.89,31.452,,
2026.01.28,대만 달러 (TWD),46.49,0.62,31.163,,
2026.01.29,대만 달러 (TWD),45.65,-0.84,31.2965,,
2026.01.30,대만 달러 (TWD),45.5,-0.15,31.365,,
2026.02.02,대만 달러 (TWD),45.43,-0.07,31.6225,,
2026.02.03,대만 달러 (TWD),46.13,0.7,31.593,,
2026.02.04,대만 달러 (TWD),45.89,-0.24,31.578,,
2026.02.05,대만 달러 (TWD),45.83,-0.06,31.662,,
2026.02.06,대만 달러 (TWD),46.22,0.39,31.674,,
2026.02.09,대만 달러 (TWD),46.49,0.27,31.627,,
2026.02.10,대만 달러 (TWD),46.36,-0.13,31.587,,
2026.02.11,대만 달러 (TWD),46.29,-0.07,31.488,,
2026.02.12,대만 달러 (TWD),46.39,0.1,31.352,,
2026.02.13,대만 달러 (TWD),45.92,-0.47,31.432,,
2026.02.19,대만 달러 (TWD),45.75,-0.17,31.544,,
2026.02.20,대만 달러 (TWD),45.92,0.17,31.594,,
2026.02.23,대만 달러 (TWD),46.04,0.12,31.465,,
2026.02.24,대만 달러 (TWD),45.85,-0.19,31.45,,
2026.02.25,대만 달러 (TWD),46.06,0.21,31.392,,
2026.02.26,대만 달러 (TWD),45.88,-0.18,31.284,,
2026.02.27,대만 달러 (TWD),45.57,-0.31,31.262,,
2026.03.03,대만 달러 (TWD),45.5,-0.07,31.549,,
2026.03.04,대만 달러 (TWD),46.18,0.68,31.711,,
2026.03.05,대만 달러 (TWD),46.73,0.55,31.645,,
2026.03.06,대만 달러 (TWD),46.08,-0.65,31.78,,
2026.03.09,대만 달러 (TWD),46.3,0.22,31.846,,
2026.03.10,대만 달러 (TWD),46.93,0.63,31.817,,
2026.03.11,대만 달러 (TWD),46.31,-0.62,31.806,,
2026.03.12,대만 달러 (TWD),46.1,-0.21,31.829,,
2026.03.13,대만 달러 (TWD),46.37,0.27,31.911,,
2026.03.16,대만 달러 (TWD),46.41,0.04,32.095,,
2026.03.17,대만 달러 (TWD),46.81,0.4,31.96,,
2026.03.18,대만 달러 (TWD),46.76,-0.05,31.9,,
2026.03.19,대만 달러 (TWD),46.37,-0.39,32.046,,
2026.03.20,대만 달러 (TWD),47.14,0.77,31.817,,
2026.03.23,대만 달러 (TWD),46.66,-0.48,32.039,,
2026.03.24,대만 달러 (TWD),47.36,0.7,31.877,,
2026.03.25,대만 달러 (TWD),46.91,-0.45,31.941,,
2026.03.26,대만 달러 (TWD),46.81,-0.1,31.951,,
2026.03.27,대만 달러 (TWD),47.15,0.34,31.945,,
2026.03.30,대만 달러 (TWD),47.14,-0.01,31.992,,
2026.03.31,대만 달러 (TWD),47.21,0.07,32.054,,
